census_geo_id,census_geo_name
310M300US19740,"Denver-Aurora-Lakewood, CO Metro Area"
310M300US19780,"Des Moines-West Des Moines, IA Metro Area"
310M300US19820,"Detroit-Warren-Dearborn, MI Metro Area"
310M300US20020,"Dothan, AL Metro Area"
310M300US20100,"Dover, DE Metro Area"
310M300US20220,"Dubuque, IA Metro Area"
310M300US20260,"Duluth, MN-WI Metro Area"
310M300US20500,"Durham-Chapel Hill, NC Metro Area"
310M300US20700,"East Stroudsburg, PA Metro Area"
310M300US20740,"Eau Claire, WI Metro Area"
310M300US20940,"El Centro, CA Metro Area"
310M300US21060,"Elizabethtown-Fort Knox, KY Metro Area"
310M300US21140,"Elkhart-Goshen, IN Metro Area"
310M300US21300,"Elmira, NY Metro Area"
310M300US21340,"El Paso, TX Metro Area"
310M300US21420,"Enid, OK Metro Area"
310M300US21500,"Erie, PA Metro Area"
310M300US21660,"Eugene, OR Metro Area"
310M300US21780,"Evansville, IN-KY Metro Area"
310M300US21820,"Fairbanks, AK Metro Area"
310M300US22020,"Fargo, ND-MN Metro Area"
310M300US22140,"Farmington, NM Metro Area"
310M300US22180,"Fayetteville, NC Metro Area"
310M300US22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area"
310M300US22380,"Flagstaff, AZ Metro Area"
310M300US22420,"Flint, MI Metro Area"
310M300US22500,"Florence, SC Metro Area"
310M300US22520,"Florence-Muscle Shoals, AL Metro Area"
310M300US22540,"Fond du Lac, WI Metro Area"
310M300US22660,"Fort Collins, CO Metro Area"
310M300US22900,"Fort Smith, AR-OK Metro Area"
310M300US23060,"Fort Wayne, IN Metro Area"
310M300US23420,"Fresno, CA Metro Area"
310M300US23460,"Gadsden, AL Metro Area"
310M300US23540,"Gainesville, FL Metro Area"
310M300US23580,"Gainesville, GA Metro Area"
310M300US23900,"Gettysburg, PA Metro Area"
310M300US24020,"Glens Falls, NY Metro Area"
310M300US24140,"Goldsboro, NC Metro Area"
310M300US24220,"Grand Forks, ND-MN Metro Area"
310M300US24260,"Grand Island, NE Metro Area"
310M300US24300,"Grand Junction, CO Metro Area"
310M300US24340,"Grand Rapids-Wyoming, MI Metro Area"
310M300US24420,"Grants Pass, OR Metro Area"
310M300US24500,"Great Falls, MT Metro Area"
310M300US24540,"Greeley, CO Metro Area"
310M300US24580,"Green Bay, WI Metro Area"
310M300US24660,"Greensboro-High Point, NC Metro Area"
310M300US24780,"Greenville, NC Metro Area"
310M300US24860,"Greenville-Anderson-Mauldin, SC Metro Area"
310M300US25020,"Guayama, PR Metro Area"
310M300US25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area"
310M300US25180,"Hagerstown-Martinsburg, MD-WV Metro Area"
310M300US25220,"Hammond, LA Metro Area"
310M300US25260,"Hanford-Corcoran, CA Metro Area"
310M300US25420,"Harrisburg-Carlisle, PA Metro Area"
310M300US25500,"Harrisonburg, VA Metro Area"
310M300US25540,"Hartford-West Hartford-East Hartford, CT Metro Area"
310M300US25620,"Hattiesburg, MS Metro Area"
310M300US25860,"Hickory-Lenoir-Morganton, NC Metro Area"
310M300US25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area"
310M300US25980,"Hinesville, GA Metro Area"
310M300US26140,"Homosassa Springs, FL Metro Area"
310M300US26300,"Hot Springs, AR Metro Area"
310M300US26380,"Houma-Thibodaux, LA Metro Area"
310M300US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area"
310M300US26580,"Huntington-Ashland, WV-KY-OH Metro Area"
310M300US26620,"Huntsville, AL Metro Area"
310M300US26820,"Idaho Falls, ID Metro Area"
310M300US26900,"Indianapolis-Carmel-Anderson, IN Metro Area"
310M300US26980,"Iowa City, IA Metro Area"
310M300US27060,"Ithaca, NY Metro Area"
310M300US27100,"Jackson, MI Metro Area"
310M300US27140,"Jackson, MS Metro Area"
310M300US27180,"Jackson, TN Metro Area"
310M300US27260,"Jacksonville, FL Metro Area"
310M300US27340,"Jacksonville, NC Metro Area"
310M300US27500,"Janesville-Beloit, WI Metro Area"
310M300US27620,"Jefferson City, MO Metro Area"
310M300US27740,"Johnson City, TN Metro Area"
310M300US27780,"Johnstown, PA Metro Area"
310M300US27860,"Jonesboro, AR Metro Area"
310M300US27900,"Joplin, MO Metro Area"
310M300US27980,"Kahului-Wailuku-Lahaina, HI Metro Area"
310M300US28020,"Kalamazoo-Portage, MI Metro Area"
310M300US28100,"Kankakee, IL Metro Area"
310M300US28140,"Kansas City, MO-KS Metro Area"
310M300US28420,"Kennewick-Richland, WA Metro Area"
310M300US28660,"Killeen-Temple, TX Metro Area"
310M300US28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area"
310M300US28740,"Kingston, NY Metro Area"
310M300US28940,"Knoxville, TN Metro Area"
310M300US29020,"Kokomo, IN Metro Area"
310M300US29100,"La Crosse-Onalaska, WI-MN Metro Area"
310M300US29180,"Lafayette, LA Metro Area"
310M300US29200,"Lafayette-West Lafayette, IN Metro Area"
310M300US29340,"Lake Charles, LA Metro Area"
310M300US29420,"Lake Havasu City-Kingman, AZ Metro Area"
310M300US29460,"Lakeland-Winter Haven, FL Metro Area"
310M300US29540,"Lancaster, PA Metro Area"
310M300US29620,"Lansing-East Lansing, MI Metro Area"
310M300US29700,"Laredo, TX Metro Area"
310M300US29740,"Las Cruces, NM Metro Area"
310M300US29820,"Las Vegas-Henderson-Paradise, NV Metro Area"
310M300US29940,"Lawrence, KS Metro Area"
310M300US30020,"Lawton, OK Metro Area"
310M300US30140,"Lebanon, PA Metro Area"
310M300US30300,"Lewiston, ID-WA Metro Area"
310M300US30340,"Lewiston-Auburn, ME Metro Area"
310M300US30460,"Lexington-Fayette, KY Metro Area"
310M300US30620,"Lima, OH Metro Area"
310M300US30700,"Lincoln, NE Metro Area"
310M300US30780,"Little Rock-North Little Rock-Conway, AR Metro Area"
310M300US30860,"Logan, UT-ID Metro Area"
310M300US30980,"Longview, TX Metro Area"
310M300US31020,"Longview, WA Metro Area"
310M300US31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
310M300US31140,"Louisville/Jefferson County, KY-IN Metro Area"
310M300US31180,"Lubbock, TX Metro Area"
310M300US31340,"Lynchburg, VA Metro Area"
310M300US31420,"Macon-Bibb County, GA Metro Area"
310M300US31460,"Madera, CA Metro Area"
310M300US31540,"Madison, WI Metro Area"
310M300US31700,"Manchester-Nashua, NH Metro Area"
310M300US31740,"Manhattan, KS Metro Area"
310M300US31860,"Mankato-North Mankato, MN Metro Area"
310M300US31900,"Mansfield, OH Metro Area"
310M300US32420,"Mayagüez, PR Metro Area"
310M300US32580,"McAllen-Edinburg-Mission, TX Metro Area"
310M300US32780,"Medford, OR Metro Area"
310M300US32820,"Memphis, TN-MS-AR Metro Area"
310M300US32900,"Merced, CA Metro Area"
310M300US33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area"
310M300US33140,"Michigan City-La Porte, IN Metro Area"
310M300US33220,"Midland, MI Metro Area"
310M300US33260,"Midland, TX Metro Area"
310M300US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area"
310M300US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
310M300US33540,"Missoula, MT Metro Area"
310M300US33660,"Mobile, AL Metro Area"
310M300US33700,"Modesto, CA Metro Area"
310M300US33740,"Monroe, LA Metro Area"
310M300US33780,"Monroe, MI Metro Area"
310M300US33860,"Montgomery, AL Metro Area"
310M300US34060,"Morgantown, WV Metro Area"
310M300US34100,"Morristown, TN Metro Area"
310M300US34580,"Mount Vernon-Anacortes, WA Metro Area"
310M300US34620,"Muncie, IN Metro Area"
310M300US34740,"Muskegon, MI Metro Area"
310M300US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area"
310M300US34900,"Napa, CA Metro Area"
310M300US34940,"Naples-Immokalee-Marco Island, FL Metro Area"
310M300US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
310M300US35100,"New Bern, NC Metro Area"
310M300US35300,"New Haven-Milford, CT Metro Area"
310M300US35380,"New Orleans-Metairie, LA Metro Area"
310M300US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
310M300US35660,"Niles-Benton Harbor, MI Metro Area"
310M300US35840,"North Port-Sarasota-Bradenton, FL Metro Area"
310M300US35980,"Norwich-New London, CT Metro Area"
310M300US36100,"Ocala, FL Metro Area"
310M300US36140,"Ocean City, NJ Metro Area"
310M300US36220,"Odessa, TX Metro Area"
310M300US36260,"Ogden-Clearfield, UT Metro Area"
310M300US36420,"Oklahoma City, OK Metro Area"
310M300US36500,"Olympia-Tumwater, WA Metro Area"
310M300US36540,"Omaha-Council Bluffs, NE-IA Metro Area"
310M300US36740,"Orlando-Kissimmee-Sanford, FL Metro Area"
310M300US36780,"Oshkosh-Neenah, WI Metro Area"
310M300US36980,"Owensboro, KY Metro Area"
310M300US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
310M300US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area"
310M300US37460,"Panama City, FL Metro Area"
310M300US37620,"Parkersburg-Vienna, WV Metro Area"
310M300US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area"
310M300US37900,"Peoria, IL Metro Area"
310M300US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
310M300US38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area"
310M300US38220,"Pine Bluff, AR Metro Area"
310M300US38300,"Pittsburgh, PA Metro Area"
310M300US38340,"Pittsfield, MA Metro Area"
310M300US38540,"Pocatello, ID Metro Area"
310M300US38660,"Ponce, PR Metro Area"
310M300US38860,"Portland-South Portland, ME Metro Area"
310M300US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
310M300US38940,"Port St. Lucie, FL Metro Area"
310M300US39140,"Prescott, AZ Metro Area"
310M300US39300,"Providence-Warwick, RI-MA Metro Area"
310M300US39340,"Provo-Orem, UT Metro Area"
310M300US39380,"Pueblo, CO Metro Area"
310M300US39460,"Punta Gorda, FL Metro Area"
310M300US39540,"Racine, WI Metro Area"
310M300US39580,"Raleigh, NC Metro Area"
310M300US39660,"Rapid City, SD Metro Area"
310M300US39740,"Reading, PA Metro Area"
310M300US39820,"Redding, CA Metro Area"
310M300US39900,"Reno, NV Metro Area"
310M300US40060,"Richmond, VA Metro Area"
310M300US40140,"Riverside-San Bernardino-Ontario, CA Metro Area"
310M300US40220,"Roanoke, VA Metro Area"
310M300US40340,"Rochester, MN Metro Area"
310M300US40380,"Rochester, NY Metro Area"
310M300US40420,"Rockford, IL Metro Area"
310M300US40580,"Rocky Mount, NC Metro Area"
310M300US40660,"Rome, GA Metro Area"
310M300US40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
310M300US40980,"Saginaw, MI Metro Area"
310M300US41060,"St. Cloud, MN Metro Area"
310M300US41100,"St. George, UT Metro Area"
310M300US41140,"St. Joseph, MO-KS Metro Area"
310M300US41180,"St. Louis, MO-IL Metro Area"
310M300US41420,"Salem, OR Metro Area"
310M300US41500,"Salinas, CA Metro Area"
310M300US41540,"Salisbury, MD-DE Metro Area"
310M300US41620,"Salt Lake City, UT Metro Area"
310M300US41660,"San Angelo, TX Metro Area"
310M300US41700,"San Antonio-New Braunfels, TX Metro Area"
310M300US41740,"San Diego-Carlsbad, CA Metro Area"
310M300US41860,"San Francisco-Oakland-Hayward, CA Metro Area"
310M300US41900,"San Germán, PR Metro Area"
310M300US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
310M300US41980,"San Juan-Carolina-Caguas, PR Metro Area"
310M300US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area"
310M300US42100,"Santa Cruz-Watsonville, CA Metro Area"
310M300US42140,"Santa Fe, NM Metro Area"
310M300US42200,"Santa Maria-Santa Barbara, CA Metro Area"
310M300US42220,"Santa Rosa, CA Metro Area"
310M300US42340,"Savannah, GA Metro Area"
310M300US42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area"
310M300US42660,"Seattle-Tacoma-Bellevue, WA Metro Area"
310M300US42680,"Sebastian-Vero Beach, FL Metro Area"
310M300US42700,"Sebring, FL Metro Area"
310M300US43100,"Sheboygan, WI Metro Area"
310M300US43300,"Sherman-Denison, TX Metro Area"
310M300US43340,"Shreveport-Bossier City, LA Metro Area"
310M300US43420,"Sierra Vista-Douglas, AZ Metro Area"
310M300US43580,"Sioux City, IA-NE-SD Metro Area"
310M300US43620,"Sioux Falls, SD Metro Area"
310M300US43780,"South Bend-Mishawaka, IN-MI Metro Area"
310M300US43900,"Spartanburg, SC Metro Area"
310M300US44060,"Spokane-Spokane Valley, WA Metro Area"
310M300US44100,"Springfield, IL Metro Area"
310M300US44140,"Springfield, MA Metro Area"
310M300US44180,"Springfield, MO Metro Area"
310M300US44220,"Springfield, OH Metro Area"
310M300US44300,"State College, PA Metro Area"
310M300US44420,"Staunton-Waynesboro, VA Metro Area"
310M300US44700,"Stockton-Lodi, CA Metro Area"
310M300US44940,"Sumter, SC Metro Area"
310M300US45060,"Syracuse, NY Metro Area"
310M300US45220,"Tallahassee, FL Metro Area"
310M300US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
310M300US45460,"Terre Haute, IN Metro Area"
310M300US45500,"Texarkana, TX-AR Metro Area"
310M300US45540,"The Villages, FL Metro Area"
310M300US45780,"Toledo, OH Metro Area"
310M300US45820,"Topeka, KS Metro Area"
310M300US45940,"Trenton, NJ Metro Area"
310M300US46060,"Tucson, AZ Metro Area"
310M300US46140,"Tulsa, OK Metro Area"
310M300US46220,"Tuscaloosa, AL Metro Area"
310M300US46340,"Tyler, TX Metro Area"
310M300US46520,"Urban Honolulu, HI Metro Area"
310M300US46540,"Utica-Rome, NY Metro Area"
310M300US46660,"Valdosta, GA Metro Area"
310M300US46700,"Vallejo-Fairfield, CA Metro Area"
310M300US47020,"Victoria, TX Metro Area"
310M300US47220,"Vineland-Bridgeton, NJ Metro Area"
310M300US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
310M300US47300,"Visalia-Porterville, CA Metro Area"
310M300US47380,"Waco, TX Metro Area"
310M300US47460,"Walla Walla, WA Metro Area"
310M300US47580,"Warner Robins, GA Metro Area"
310M300US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
310M300US47940,"Waterloo-Cedar Falls, IA Metro Area"
310M300US48060,"Watertown-Fort Drum, NY Metro Area"
310M300US48140,"Wausau, WI Metro Area"
310M300US48260,"Weirton-Steubenville, WV-OH Metro Area"
310M300US48300,"Wenatchee, WA Metro Area"
310M300US48540,"Wheeling, WV-OH Metro Area"
310M300US48620,"Wichita, KS Metro Area"
310M300US48660,"Wichita Falls, TX Metro Area"
310M300US48700,"Williamsport, PA Metro Area"
310M300US48900,"Wilmington, NC Metro Area"
310M300US49020,"Winchester, VA-WV Metro Area"
310M300US49180,"Winston-Salem, NC Metro Area"
310M300US49340,"Worcester, MA-CT Metro Area"
310M300US49420,"Yakima, WA Metro Area"
310M300US49620,"York-Hanover, PA Metro Area"
310M300US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area"
310M300US49700,"Yuba City, CA Metro Area"
310M300US49740,"Yuma, AZ Metro Area"
310M400US10180,"Abilene, TX Metro Area"
310M400US10380,"Aguadilla-Isabela, PR Metro Area"
310M400US10420,"Akron, OH Metro Area"
310M400US10500,"Albany, GA Metro Area"
310M400US10540,"Albany, OR Metro Area"
310M400US10580,"Albany-Schenectady-Troy, NY Metro Area"
310M400US10740,"Albuquerque, NM Metro Area"
310M400US10780,"Alexandria, LA Metro Area"
310M400US10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
310M400US11020,"Altoona, PA Metro Area"
310M400US11100,"Amarillo, TX Metro Area"
310M400US11180,"Ames, IA Metro Area"
310M400US11260,"Anchorage, AK Metro Area"
310M400US11460,"Ann Arbor, MI Metro Area"
310M400US11500,"Anniston-Oxford-Jacksonville, AL Metro Area"
310M400US11540,"Appleton, WI Metro Area"
310M400US11640,"Arecibo, PR Metro Area"
310M400US11700,"Asheville, NC Metro Area"
310M400US12020,"Athens-Clarke County, GA Metro Area"
310M400US12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
310M400US12100,"Atlantic City-Hammonton, NJ Metro Area"
310M400US12220,"Auburn-Opelika, AL Metro Area"
310M400US12260,"Augusta-Richmond County, GA-SC Metro Area"
310M400US12420,"Austin-Round Rock, TX Metro Area"
310M400US12540,"Bakersfield, CA Metro Area"
310M400US12580,"Baltimore-Columbia-Towson, MD Metro Area"
310M400US12620,"Bangor, ME Metro Area"
310M400US12700,"Barnstable Town, MA Metro Area"
310M400US12940,"Baton Rouge, LA Metro Area"
310M400US12980,"Battle Creek, MI Metro Area"
310M400US13020,"Bay City, MI Metro Area"
310M400US13140,"Beaumont-Port Arthur, TX Metro Area"
310M400US13220,"Beckley, WV Metro Area"
310M400US13380,"Bellingham, WA Metro Area"
310M400US13460,"Bend-Redmond, OR Metro Area"
310M400US13740,"Billings, MT Metro Area"
310M400US13780,"Binghamton, NY Metro Area"
310M400US13820,"Birmingham-Hoover, AL Metro Area"
310M400US13900,"Bismarck, ND Metro Area"
310M400US13980,"Blacksburg-Christiansburg-Radford, VA Metro Area"
310M400US14010,"Bloomington, IL Metro Area"
310M400US14020,"Bloomington, IN Metro Area"
310M400US14100,"Bloomsburg-Berwick, PA Metro Area"
310M400US14260,"Boise City, ID Metro Area"
310M400US14460,"Boston-Cambridge-Newton, MA-NH Metro Area"
310M400US14500,"Boulder, CO Metro Area"
310M400US14540,"Bowling Green, KY Metro Area"
310M400US14740,"Bremerton-Silverdale, WA Metro Area"
310M400US14860,"Bridgeport-Stamford-Norwalk, CT Metro Area"
310M400US15180,"Brownsville-Harlingen, TX Metro Area"
310M400US15260,"Brunswick, GA Metro Area"
310M400US15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
310M400US15500,"Burlington, NC Metro Area"
310M400US15540,"Burlington-South Burlington, VT Metro Area"
310M400US15680,"California-Lexington Park, MD Metro Area"
310M400US15940,"Canton-Massillon, OH Metro Area"
310M400US15980,"Cape Coral-Fort Myers, FL Metro Area"
310M400US16020,"Cape Girardeau, MO-IL Metro Area"
310M400US16060,"Carbondale-Marion, IL Metro Area"
310M400US16180,"Carson City, NV Metro Area"
310M400US16220,"Casper, WY Metro Area"
310M400US16300,"Cedar Rapids, IA Metro Area"
310M400US16540,"Chambersburg-Waynesboro, PA Metro Area"
310M400US16580,"Champaign-Urbana, IL Metro Area"
310M400US16620,"Charleston, WV Metro Area"
310M400US16700,"Charleston-North Charleston, SC Metro Area"
310M400US16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
310M400US16820,"Charlottesville, VA Metro Area"
310M400US16860,"Chattanooga, TN-GA Metro Area"
310M400US16940,"Cheyenne, WY Metro Area"
310M400US16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
310M400US17020,"Chico, CA Metro Area"
310M400US17140,"Cincinnati, OH-KY-IN Metro Area"
310M400US17300,"Clarksville, TN-KY Metro Area"
310M400US17420,"Cleveland, TN Metro Area"
310M400US17460,"Cleveland-Elyria, OH Metro Area"
310M400US17660,"Coeur d'Alene, ID Metro Area"
310M400US17780,"College Station-Bryan, TX Metro Area"
310M400US17820,"Colorado Springs, CO Metro Area"
310M400US17860,"Columbia, MO Metro Area"
310M400US17900,"Columbia, SC Metro Area"
310M400US17980,"Columbus, GA-AL Metro Area"
310M400US18020,"Columbus, IN Metro Area"
310M400US18140,"Columbus, OH Metro Area"
310M400US18580,"Corpus Christi, TX Metro Area"
310M400US18700,"Corvallis, OR Metro Area"
310M400US18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
310M400US19060,"Cumberland, MD-WV Metro Area"
310M400US19100,"Dallas-Fort Worth-Arlington, TX Metro Area"
310M400US19140,"Dalton, GA Metro Area"
310M400US19180,"Danville, IL Metro Area"
310M400US19300,"Daphne-Fairhope-Foley, AL Metro Area"
310M400US19340,"Davenport-Moline-Rock Island, IA-IL Metro Area"
310M400US19380,"Dayton, OH Metro Area"
310M400US19460,"Decatur, AL Metro Area"
310M400US19500,"Decatur, IL Metro Area"
310M400US19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
310M400US19740,"Denver-Aurora-Lakewood, CO Metro Area"
310M400US19780,"Des Moines-West Des Moines, IA Metro Area"
310M400US19820,"Detroit-Warren-Dearborn, MI Metro Area"
310M400US20020,"Dothan, AL Metro Area"
310M400US20100,"Dover, DE Metro Area"
310M400US20220,"Dubuque, IA Metro Area"
310M400US20260,"Duluth, MN-WI Metro Area"
310M400US20500,"Durham-Chapel Hill, NC Metro Area"
310M400US20700,"East Stroudsburg, PA Metro Area"
310M400US20740,"Eau Claire, WI Metro Area"
310M400US20940,"El Centro, CA Metro Area"
310M400US21060,"Elizabethtown-Fort Knox, KY Metro Area"
310M400US21140,"Elkhart-Goshen, IN Metro Area"
310M400US21300,"Elmira, NY Metro Area"
310M400US21340,"El Paso, TX Metro Area"
310M400US21420,"Enid, OK Metro Area"
310M400US21500,"Erie, PA Metro Area"
310M400US21660,"Eugene, OR Metro Area"
310M400US21780,"Evansville, IN-KY Metro Area"
310M400US21820,"Fairbanks, AK Metro Area"
310M400US22020,"Fargo, ND-MN Metro Area"
310M400US22140,"Farmington, NM Metro Area"
310M400US22180,"Fayetteville, NC Metro Area"
310M400US22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area"
310M400US22380,"Flagstaff, AZ Metro Area"
310M400US22420,"Flint, MI Metro Area"
310M400US22500,"Florence, SC Metro Area"
310M400US22520,"Florence-Muscle Shoals, AL Metro Area"
310M400US22540,"Fond du Lac, WI Metro Area"
310M400US22660,"Fort Collins, CO Metro Area"
310M400US22900,"Fort Smith, AR-OK Metro Area"
310M400US23060,"Fort Wayne, IN Metro Area"
310M400US23420,"Fresno, CA Metro Area"
310M400US23460,"Gadsden, AL Metro Area"
310M400US23540,"Gainesville, FL Metro Area"
310M400US23580,"Gainesville, GA Metro Area"
310M400US23900,"Gettysburg, PA Metro Area"
310M400US24020,"Glens Falls, NY Metro Area"
310M400US24140,"Goldsboro, NC Metro Area"
310M400US24220,"Grand Forks, ND-MN Metro Area"
310M400US24260,"Grand Island, NE Metro Area"
310M400US24300,"Grand Junction, CO Metro Area"
310M400US24340,"Grand Rapids-Wyoming, MI Metro Area"
310M400US24420,"Grants Pass, OR Metro Area"
310M400US24500,"Great Falls, MT Metro Area"
310M400US24540,"Greeley, CO Metro Area"
310M400US24580,"Green Bay, WI Metro Area"
310M400US24660,"Greensboro-High Point, NC Metro Area"
310M400US24780,"Greenville, NC Metro Area"
310M400US24860,"Greenville-Anderson-Mauldin, SC Metro Area"
310M400US25020,"Guayama, PR Metro Area"
310M400US25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area"
310M400US25180,"Hagerstown-Martinsburg, MD-WV Metro Area"
310M400US25220,"Hammond, LA Metro Area"
310M400US25260,"Hanford-Corcoran, CA Metro Area"
310M400US25420,"Harrisburg-Carlisle, PA Metro Area"
310M400US25500,"Harrisonburg, VA Metro Area"
310M400US25540,"Hartford-West Hartford-East Hartford, CT Metro Area"
310M400US25620,"Hattiesburg, MS Metro Area"
310M400US25860,"Hickory-Lenoir-Morganton, NC Metro Area"
310M400US25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area"
310M400US25980,"Hinesville, GA Metro Area"
310M400US26140,"Homosassa Springs, FL Metro Area"
310M400US26300,"Hot Springs, AR Metro Area"
310M400US26380,"Houma-Thibodaux, LA Metro Area"
310M400US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area"
310M400US26580,"Huntington-Ashland, WV-KY-OH Metro Area"
310M400US26620,"Huntsville, AL Metro Area"
310M400US26820,"Idaho Falls, ID Metro Area"
310M400US26900,"Indianapolis-Carmel-Anderson, IN Metro Area"
310M400US26980,"Iowa City, IA Metro Area"
310M400US27060,"Ithaca, NY Metro Area"
310M400US27100,"Jackson, MI Metro Area"
310M400US27140,"Jackson, MS Metro Area"
310M400US27180,"Jackson, TN Metro Area"
310M400US27260,"Jacksonville, FL Metro Area"
310M400US27340,"Jacksonville, NC Metro Area"
310M400US27500,"Janesville-Beloit, WI Metro Area"
310M400US27620,"Jefferson City, MO Metro Area"
310M400US27740,"Johnson City, TN Metro Area"
310M400US27780,"Johnstown, PA Metro Area"
310M400US27860,"Jonesboro, AR Metro Area"
310M400US27900,"Joplin, MO Metro Area"
310M400US27980,"Kahului-Wailuku-Lahaina, HI Metro Area"
310M400US28020,"Kalamazoo-Portage, MI Metro Area"
310M400US28100,"Kankakee, IL Metro Area"
310M400US28140,"Kansas City, MO-KS Metro Area"
310M400US28420,"Kennewick-Richland, WA Metro Area"
310M400US28660,"Killeen-Temple, TX Metro Area"
310M400US28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area"
310M400US28740,"Kingston, NY Metro Area"
310M400US28940,"Knoxville, TN Metro Area"
310M400US29020,"Kokomo, IN Metro Area"
310M400US29100,"La Crosse-Onalaska, WI-MN Metro Area"
310M400US29180,"Lafayette, LA Metro Area"
310M400US29200,"Lafayette-West Lafayette, IN Metro Area"
310M400US29340,"Lake Charles, LA Metro Area"
310M400US29420,"Lake Havasu City-Kingman, AZ Metro Area"
310M400US29460,"Lakeland-Winter Haven, FL Metro Area"
